Year,Value
2001,40.0616
2002,38.83975
2003,42.95101
2004,44.52298
2005,42.78844
2006,56.99755
2007,62.51616
2008,47.00123
2009,40.24955
2010,44.40998
2011,56.19767
2012,84.93441
2013,61.11425
2014,60.40495
2015,58.46793
2016,54.46726
2017,51.04451
2018,52.9356
2019,53.70475
2020,57.62164
