Year,Value
2000,67.90718
2001,71.05802
2002,78.59997
2003,78.32996
2004,81.16365
2005,62.77698
2006,72.29733
2007,74.64246
2008,83.53134
2009,86.7415
2010,92.48299
2011,90.1951
2012,94.22252
2013,94.99596
