Year,Value
1990,12.0
1991,6.0
1992,0.17
1993,3.5
1994,17.21
1995,14.14
1996,21.93
1997,288.49
1998,260.67
1999,69.98
2000,134.64
2001,349.4
2002,255.0
2003,465.0
2004,545.1
2005,265.112
2006,545.257
2007,222.001
2008,108.538
2009,221.46
2010,288.272
2011,626.51
2012,278.563
2013,1343.876
2014,1855.05
2015,2626.52
2016,4142.9375
2017,4017.1
2018,3310.3
2019,2548.8
2020,2395.37558
