Year,Value
2000,100.158
2001,86.458
2002,87.225
2003,86.768
2004,84.994
2005,85.65
2006,94.202
2007,74.126
2008,76.961
2009,73.717
2010,78.485
2011,78.262
2012,80.78
2013,80.774
2014,88.466
2015,85.055
2016,80.972
2017,82.121
2018,84.371
2019,83.325
2020,131.465
2021,122.96504
