Value,Disaggregation combinations using this value,Number of indicators
17287.9,1,1
17.3,2,1
17.4,3,1
1.74868,1,1
17.7,3,2
17715.4,1,1
17807.3,1,1
17.9,1,1
1.7,2,1
18,3,2
18.1,4,1
18.2164,1,1
18.2,1,1
18.3,1,1
18341,1,1
18495.4,1,1
18.5,2,2
18.7,2,1
18.8,1,1
1.9,7,3
19.2,1,1
19.2459,1,1
19.3,1,1
19387.5,1,1
19461,1,1
19.5,1,1
19.6,1,1
2,2,1
20.1,1,1
20.2,1,1
20.3,1,1
20.5,1,1
20.7,1,1
20.8794,1,1
20.9,2,1
21229,1,1
21.3,2,1
21.4,1,1
21.5,1,1
21502,1,1
21.6,1,1
21.9,1,1
2.1,4,3
22,2,1
22.1,1,1
22.3,3,1
22.6,1,1
22.7,1,1
22.9,1,1
2.2,1,1
23,1,1
23.4,1,1
23.7,1,1
23784,1,1
23.8,2,1
2.39348,1,1
2.3,3,3
2.4,3,2
24029,1,1
24.2,1,1
24.6,1,1
24.8,1,1
24.9,1,1
2.5,2,1
25.2,1,1
25432,1,1
25.8,1,1
2.6,2,1
2618.6,1,1
26.4,1,1
26.5,1,1
26.6,1,1
26.7,1,1
27,1,1
27176,1,1
27506,1,1
27680,1,1
2783,1,1
28021,1,1
28314,1,1
28676,1,1
2.9,1,1
29034,1,1
290.8,1,1
291.5,1,1
291.8,1,1
294,2,1
2945,1,1
2946,1,1
29540,1,1
297.1,1,1
298,1,1
2985,1,1
29.9299,1,1
299.3,1,1
2996,1,1
29,1,1
302.5,1,1
305.9,1,1
308,1,1
3113,1,1
313.2,1,1
314.8,1,1
3155.6,1,1
315.7,1,1
31.5,1,1
316,1,1
318,1,1
31888,1,1
32043,1,1
322,1,1
32.3,1,1
326.1,1,1
3291.4,1,1
334.2,1,1
33.5,1,1
337.6,1,1
339,1,1
3.3,1,1
34.4858,1,1
345.2,1,1
346.5,1,1
3470.6,1,1
34.8,1,1
349,1,1
3502.8,1,1
3508.4,1,1
3565.9,1,1
3581.5,1,1
35.9,1,1
362,1,1
3653.6,1,1
37.1,1,1
3760,1,1
37.6224,1,1
3.7,1,1
38.1,1,1
388,1,1
38.9921,1,1
3.9,3,2
3916,1,1
3923.9,1,1
3934,1,1
3940,1,1
39.9,1,1
39,1,1
3,2,1
4,1,1
4009,1,1
40.2162,1,1
40.6,1,1
4139.2,1,1
41.4,1,1
4141,1,1
4145,1,1
416,1,1
42.3,1,1
42.7503,1,1
43.2,1,1
44.2,1,1
44.2496,1,1
4434,1,1
447,1,1
4482,1,1
4.4,1,1
45.4,1,1
4566,1,1
46.7,1,1
48,1,1
48.3,2,1
483,1,1
48.8,1,1
49.4,1,1
50.1,1,1
50.239,1,1
50.6503,1,1
50.7,1,1
51.2,2,1
51.4,1,1
52,2,2
5210,1,1
522,1,1
52.3,1,1
52.4,1,1
52460,1,1
52.7,1,1
5.2,1,1
53112,1,1
53179.7,1,1
53.2,1,1
53.4,1,1
53.7196,1,1
53.9,1,1
5397,1,1
5.3,1,1
5421.8,1,1
54.4,1,1
54.5,2,2
5461,1,1
54.9,1,1
54,1,1
5.5,1,1
55491,1,1
5551.3,1,1
5554,1,1
55.7,1,1
55.8595,1,1
563,1,1
5660,1,1
5677,1,1
5679.3,1,1
5683,1,1
56918.2,1,1
57054,1,1
5786,1,1
5787.8,1,1
5871,1,1
58767.8,1,1
5903.3,1,1
59252.4,1,1
5935.7,1,1
59405.2,1,1
5949.3,1,1
5957.1,1,1
5976.3,1,1
5.9,1,1
60056.5,1,1
6022.5,1,1
6076.1,1,1
608,1,1
6130,1,1
6152.7,1,1
61583,1,1
6253.4,1,1
6262,1,1
6375,1,1
6375.2,1,1
6506.7,1,1
6612.6,1,1
664,1,1
6686,1,1
6.7,1,1
6711.4,1,1
6725.7,1,1
6737,1,1
6775.5,1,1
6789,1,1
6989,1,1
7.1,1,1
71.5152,1,1
726,1,1
7320,1,1
74.2378,1,1
7.5,1,1
75.6781,1,1
7594,1,1
76.6947,1,1
777,1,1
7.7,1,1
78,1,1
7962,1,1
8074,1,1
812,1,1
814,1,1
818,1,1
82,1,1
839,1,1
85,1,1
8.8,1,1
89,1,1
89.5673,1,1
9.1,2,2
9165,1,1
92,1,1
93,1,1
9438,1,1
9470,1,1
94.7828,1,1
9594,1,1
9.7,1,1
9702,1,1
97,1,1
98,1,1
99,1,1
9,1,1
