Value,Disaggregation combinations using this value,Number of indicators
Bottom 40%,2,2
Quintile 1 (poorest),182,3
Quintile 2,180,2
Quintile 3,180,2
Quintile 4,180,2
Quintile 5 (richest),180,2
Richest 60%,1,1
