Indicator,Disaggregation combinations using this value
#10-a-1,1
#12-2-2,14
#12-b-1,1
#15-2-1,1
#15-6-1,1
#17-13-1,1
#17-17-1,1
#5-6-2,4
#6-1-1,1
#6-2-1,1
#8-4-2,14
