Indicator,Disaggregation combinations using this value
#10-a-1,2
#12-2-2,19
#12-b-1,1
#15-2-1,1
#15-6-1,2
#17-13-1,2
#17-17-1,3
#5-6-2,4
#6-1-1,2
#6-2-1,2
#8-4-2,19
