Year,Value
2000,95.55
2001,94.6
2002,94.53
2003,94.23
2004,94.13
2005,94.73
2006,94.54
2007,94.16
2008,94.09
2009,94.18
2010,94.11
2011,93.56
2012,93.3
2013,92.49
2014,91.25
2015,91.56
2016,90.49
2017,90.22
2018,89.42
2019,88.92
