Year,Value
2000,21.38
2001,20.52
2002,20.82
2003,21.97
2004,19.93
2005,18.24
2006,16.97
2007,15.73
2008,14.65
2009,13.85
2010,12.65
2011,11.8
2012,11.19
2013,10.51
2014,9.94
2015,9.21
2016,8.72
2017,8.2
2018,7.88
2019,7.53
