Year,Value
2000,3.05878
2001,5.22743
2002,-1.35489
2003,-4.91103
2004,10.40766
2005,8.73287
2006,7.80886
2007,8.437
2008,7.79316
2009,5.84384
2010,9.46059
2011,10.01706
2012,5.61658
2013,7.49984
2014,7.21926
2015,7.38539
2016,4.68801
2017,6.68456
2018,4.05395
2019,5.60435
2020,3.39527
