Year,Value
2000,2.2
2001,4.7
2002,-1.9
2003,-5.5
2004,9.6
2005,7.9
2006,7.5
2007,8.0
2008,7.3
2009,5.2
2010,8.7
2011,7.2
2012,4.7
2013,6.5
2014,6.3
2015,6.5
2016,5.8
2017,6.0
2018,3.4
2019,4.9
2020,7.9
2021,-1.8
