Year,Value
2002,19.66777
2003,6.78544
2004,39.36183
2005,9.33156
2006,10.93982
2007,15.86222
2008,25.38293
2009,68.20874
2010,200.81564
2011,64.22325
2012,99.01248
2013,198.03062
2014,141.61778
2015,326.6803
2016,165.27974
2017,317.49029
2018,214.4335
2019,153.56235
2020,122.79407
